policy_ref,coverholder_id,coverholder_name,inception_date,expiry_date,class_of_business,insured_name,postcode,premium,sum_insured,underwriting_year,bound_month
POL-CH002-01036,CH002,Meridian Risk Solutions,2025-05-27,2026-05-27,EL/PL Liability,"Morris, West and Taylor",SE1Y 3JQ,3119,528837,2025,2025-05
POL-CH002-01037,CH002,Meridian Risk Solutions,2025-05-23,2026-05-23,EL/PL Liability,"Taylor, Roberts and Miah",CT2 7AL,1928,422954,2025,2025-05
POL-CH002-01038,CH002,Meridian Risk Solutions,2025-05-09,2026-05-09,EL/PL Liability,"Morris, James and Johnson",S5G 3QY,2751,460285,2025,2025-05
POL-CH002-01039,CH002,Meridian Risk Solutions,2025-05-01,2026-05-01,EL/PL Liability,Morris PLC,M6 7FF,4291,569711,2025,2025-05
POL-CH002-01040,CH002,Meridian Risk Solutions,2025-05-06,2026-05-06,EL/PL Liability,Ferguson Inc,G9 1EN,2066,530813,2025,2025-05
POL-CH002-01041,CH002,Meridian Risk Solutions,2025-05-09,2026-05-09,EL/PL Liability,"Brooks, Griffiths and Davies",G17 2YQ,3563,642518,2025,2025-05
POL-CH002-01042,CH002,Meridian Risk Solutions,2025-05-23,2026-05-23,EL/PL Liability,"Knowles, Allen and Martin",DG52 5PQ,4569,373113,2025,2025-05
POL-CH002-01043,CH002,Meridian Risk Solutions,2025-05-25,2026-05-25,EL/PL Liability,"Richards, Newton and Patel",KT78 9WL,2345,342802,2025,2025-05
POL-CH002-01044,CH002,Meridian Risk Solutions,2025-05-10,2026-05-10,EL/PL Liability,Edwards and Sons,DN17 9JY,2882,558294,2025,2025-05
POL-CH002-01045,CH002,Meridian Risk Solutions,2025-05-11,2026-05-11,EL/PL Liability,"Dixon, Jackson and Atkinson",IP9M 9DR,4018,490506,2025,2025-05
POL-CH002-01046,CH002,Meridian Risk Solutions,2025-05-12,2026-05-12,EL/PL Liability,Murray-Turner,HR6A 5HW,2802,518969,2025,2025-05
POL-CH002-01047,CH002,Meridian Risk Solutions,2025-05-01,2026-05-01,EL/PL Liability,Stewart-White,PL78 7SF,2323,761192,2025,2025-05
POL-CH002-01048,CH002,Meridian Risk Solutions,2025-05-06,2026-05-06,EL/PL Liability,"Fitzgerald, Noble and Davies",WD28 9WA,1604,523092,2025,2025-05
POL-CH002-01049,CH002,Meridian Risk Solutions,2025-05-28,2026-05-28,EL/PL Liability,Wilson-Miller,KW6A 2RA,4981,500849,2025,2025-05
POL-CH003-01050,CH003,Fortis Professional Risks,2025-05-05,2026-05-05,Professional Indemnity,Harris-Bailey,W2 1QH,4910,1145882,2025,2025-05
POL-CH003-01051,CH003,Fortis Professional Risks,2025-05-19,2026-05-19,Professional Indemnity,Wall-Kaur,E6G 2AJ,7765,536441,2025,2025-05
POL-CH003-01052,CH003,Fortis Professional Risks,2025-05-22,2026-05-22,Professional Indemnity,Berry Inc,OX46 8GF,8030,772812,2025,2025-05
POL-CH003-01053,CH003,Fortis Professional Risks,2025-05-13,2026-05-13,Professional Indemnity,Morris Inc,BS0W 9WR,5060,1071226,2025,2025-05
POL-CH003-01054,CH003,Fortis Professional Risks,2025-05-03,2026-05-03,Professional Indemnity,"Fisher, Wright and Turner",SW4B 5XU,6471,720562,2025,2025-05
POL-CH003-01055,CH003,Fortis Professional Risks,2025-05-05,2026-05-05,Professional Indemnity,Norman Inc,E6 4RX,6262,1807292,2025,2025-05
POL-CH003-01056,CH003,Fortis Professional Risks,2025-05-24,2026-05-24,Professional Indemnity,Ferguson Inc,MK32 2AN,3250,1256911,2025,2025-05
POL-CH003-01057,CH003,Fortis Professional Risks,2025-05-21,2026-05-21,Professional Indemnity,Parker-Hargreaves,PE5 7JS,4407,1327766,2025,2025-05
POL-CH003-01058,CH003,Fortis Professional Risks,2025-05-01,2026-05-01,Professional Indemnity,Singh-Bull,TN9V 4GW,5531,1007553,2025,2025-05
POL-CH004-01059,CH004,Southgate Property Partners,2025-05-03,2026-05-03,Commercial Property,Chadwick Inc,KT1 7HC,2774,380909,2025,2025-05
POL-CH004-01060,CH004,Southgate Property Partners,2025-05-14,2026-05-14,Commercial Property,"Bradshaw, Evans and Chamberlain",TN1 6NH,2188,270672,2025,2025-05
POL-CH004-01061,CH004,Southgate Property Partners,2025-05-10,2026-05-10,Commercial Property,"Cox, Collins and Green",E1 1GU,1283,447240,2025,2025-05
POL-CH004-01062,CH004,Southgate Property Partners,2025-05-05,2026-05-05,Commercial Property,Morris LLC,SW1 2SE,2601,435561,2025,2025-05
POL-CH004-01063,CH004,Southgate Property Partners,2025-05-09,2026-05-09,Commercial Property,Harrison and Sons,HA1 8JS,1630,399929,2025,2025-05
POL-CH004-01064,CH004,Southgate Property Partners,2025-05-20,2026-05-20,Commercial Property,"Turner, Smith and Gough",OX1 4WA,1124,460451,2025,2025-05
POL-CH004-01065,CH004,Southgate Property Partners,2025-05-25,2026-05-25,Commercial Property,Kennedy Group,SS1 7NS,2276,354790,2025,2025-05
POL-CH004-01066,CH004,Southgate Property Partners,2025-05-04,2026-05-04,Commercial Property,Khan-Woodward,UB1 9HQ,1546,426587,2025,2025-05
POL-CH004-01067,CH004,Southgate Property Partners,2025-05-22,2026-05-22,Commercial Property,Turner-Dobson,SM1 7MB,1564,393386,2025,2025-05
POL-CH004-01068,CH004,Southgate Property Partners,2025-05-20,2026-05-20,Commercial Property,Bennett-Martin,L1 5IA,2933,375297,2025,2025-05
POL-CH004-01069,CH004,Southgate Property Partners,2025-05-07,2026-05-07,Commercial Property,"Ward, Bennett and Miller",RG1 5UK,1606,335245,2025,2025-05
POL-CH004-01070,CH004,Southgate Property Partners,2025-05-11,2026-05-11,Commercial Property,Norton-Jones,UB1 7JL,2201,381877,2025,2025-05
POL-CH005-01071,CH005,Ironclad Construction Risks,2025-05-06,2026-05-06,EL/PL Liability,"Walters, Bailey and Ellis",WF6 5NX,3630,812940,2025,2025-05
POL-CH005-01072,CH005,Ironclad Construction Risks,2025-05-05,2026-05-05,EL/PL Liability,Mitchell and Sons,IP23 5NE,2131,320019,2025,2025-05
POL-CH005-01073,CH005,Ironclad Construction Risks,2025-05-13,2026-05-13,EL/PL Liability,Taylor and Sons,W7B 8LZ,3385,497305,2025,2025-05
POL-CH005-01074,CH005,Ironclad Construction Risks,2025-05-18,2026-05-18,EL/PL Liability,Shah-Campbell,SN98 8SQ,3216,304484,2025,2025-05
POL-CH005-01075,CH005,Ironclad Construction Risks,2025-05-23,2026-05-23,EL/PL Liability,Lawrence-Ross,B5 5DJ,3296,418324,2025,2025-05
POL-CH005-01076,CH005,Ironclad Construction Risks,2025-05-08,2026-05-08,EL/PL Liability,Cartwright-Brookes,E6E 8SN,3169,602140,2025,2025-05
POL-CH005-01077,CH005,Ironclad Construction Risks,2025-05-17,2026-05-17,EL/PL Liability,Brown Group,S8U 7BW,1855,538944,2025,2025-05
POL-CH005-01078,CH005,Ironclad Construction Risks,2025-05-18,2026-05-18,EL/PL Liability,"Reynolds, Williams and Thompson",NR8 7NL,3135,615884,2025,2025-05
POL-CH001-01079,CH001,Avonbridge Underwriting,2025-06-27,2026-06-27,Commercial Property,"Lawrence, Rahman and Matthews",BR9R 8TD,6690,517598,2025,2025-06
POL-CH001-01080,CH001,Avonbridge Underwriting,2025-06-22,2026-06-22,Commercial Property,"Morton, Gardner and Smart",NN36 4HH,6237,872175,2025,2025-06
POL-CH001-01081,CH001,Avonbridge Underwriting,2025-06-26,2026-06-26,Commercial Property,Cameron Ltd,B7 2WS,3067,567308,2025,2025-06
POL-CH001-01082,CH001,Avonbridge Underwriting,2025-06-12,2026-06-12,Commercial Property,Roberts-Hudson,B8F 4LL,3961,1045850,2025,2025-06
POL-CH001-01083,CH001,Avonbridge Underwriting,2025-06-03,2026-06-03,Commercial Property,Knight-Duncan,E7G 7PB,4039,1171120,2025,2025-06
POL-CH001-01084,CH001,Avonbridge Underwriting,2025-06-13,2026-06-13,Commercial Property,Potts and Sons,UB8Y 8BU,2371,847431,2025,2025-06
POL-CH001-01085,CH001,Avonbridge Underwriting,2025-06-28,2026-06-28,Commercial Property,"Fleming, Baker and Ellis",G7 0AU,2621,927271,2025,2025-06
POL-CH001-01086,CH001,Avonbridge Underwriting,2025-06-24,2026-06-24,Commercial Property,"Clarke, Burns and Simpson",DL5 0AZ,5317,760588,2025,2025-06
POL-CH001-01087,CH001,Avonbridge Underwriting,2025-06-02,2026-06-02,Commercial Property,Cameron LLC,S5E 7BE,918,892276,2025,2025-06
POL-CH001-01088,CH001,Avonbridge Underwriting,2025-06-14,2026-06-14,Commercial Property,Nelson-Hopkins,PH0X 5FN,4750,935912,2025,2025-06
POL-CH001-01089,CH001,Avonbridge Underwriting,2025-06-01,2026-06-01,Commercial Property,Welch-Sharpe,SO7 2WY,5757,622401,2025,2025-06
POL-CH001-01090,CH001,Avonbridge Underwriting,2025-06-15,2026-06-15,Commercial Property,Webster-Todd,SK5A 0TW,5057,1103407,2025,2025-06
POL-CH001-01091,CH001,Avonbridge Underwriting,2025-06-03,2026-06-03,Commercial Property,"Davies, Hardy and Cunningham",SO87 0UD,1958,917926,2025,2025-06
POL-CH001-01092,CH001,Avonbridge Underwriting,2025-06-28,2026-06-28,Commercial Property,Bradshaw-Clark,NW8N 2UB,3564,832676,2025,2025-06
POL-CH001-01093,CH001,Avonbridge Underwriting,2025-06-11,2026-06-11,Commercial Property,"Thornton, Hayward and Bishop",G9 7TD,4638,746463,2025,2025-06
POL-CH001-01094,CH001,Avonbridge Underwriting,2025-06-19,2026-06-19,Commercial Property,"Law, Smith and Cooper",G58 7YD,3348,857257,2025,2025-06
POL-CH001-01095,CH001,Avonbridge Underwriting,2025-06-14,2026-06-14,Commercial Property,"Hawkins, Foster and Smith",M1 2LB,2830,619262,2025,2025-06
POL-CH001-01096,CH001,Avonbridge Underwriting,2025-06-19,2026-06-19,Commercial Property,"Gregory, Steele and Jones",SR98 4WJ,5056,605881,2025,2025-06
POL-CH001-01097,CH001,Avonbridge Underwriting,2025-06-13,2026-06-13,Commercial Property,Woods and Sons,N2W 2XR,5039,948300,2025,2025-06
POL-CH002-01098,CH002,Meridian Risk Solutions,2025-06-23,2026-06-23,EL/PL Liability,Jenkins-Johnston,L61 1SW,2469,649263,2025,2025-06
POL-CH002-01099,CH002,Meridian Risk Solutions,2025-06-21,2026-06-21,EL/PL Liability,Barton-Jones,W0 1AR,2187,441949,2025,2025-06
POL-CH002-01100,CH002,Meridian Risk Solutions,2025-06-14,2026-06-14,EL/PL Liability,Abbott Ltd,N43 0ZB,3529,597923,2025,2025-06
POL-CH002-01101,CH002,Meridian Risk Solutions,2025-06-10,2026-06-10,EL/PL Liability,Cox-Hill,SY7B 9UQ,2866,425311,2025,2025-06
POL-CH002-01102,CH002,Meridian Risk Solutions,2025-06-04,2026-06-04,EL/PL Liability,"Whitehead, Khan and Booth",N97 8FA,4422,717362,2025,2025-06
POL-CH002-01103,CH002,Meridian Risk Solutions,2025-06-13,2026-06-13,EL/PL Liability,Hall-Richards,E8B 1ZU,4010,510664,2025,2025-06
POL-CH002-01104,CH002,Meridian Risk Solutions,2025-06-01,2026-06-01,EL/PL Liability,"Coleman, Knight and Williams",EN3 4GT,2348,396194,2025,2025-06
POL-CH002-01105,CH002,Meridian Risk Solutions,2025-06-11,2026-06-11,EL/PL Liability,"Chapman, White and Warren",GY7Y 0SL,3585,552299,2025,2025-06
POL-CH002-01106,CH002,Meridian Risk Solutions,2025-06-06,2026-06-06,EL/PL Liability,Mann Inc,SA4 7AL,4403,581306,2025,2025-06
POL-CH002-01107,CH002,Meridian Risk Solutions,2025-06-26,2026-06-26,EL/PL Liability,Heath-Smith,W5E 1XA,1702,631493,2025,2025-06
POL-CH002-01108,CH002,Meridian Risk Solutions,2025-06-20,2026-06-20,EL/PL Liability,"Moore, Walker and Carey",RM86 9YD,2171,452003,2025,2025-06
POL-CH002-01109,CH002,Meridian Risk Solutions,2025-06-15,2026-06-15,EL/PL Liability,"Wong, Buckley and Bradley",L01 4UX,3332,749458,2025,2025-06
POL-CH002-01110,CH002,Meridian Risk Solutions,2025-06-27,2026-06-27,EL/PL Liability,Porter and Sons,S9 7EW,5992,575840,2025,2025-06
POL-CH002-01111,CH002,Meridian Risk Solutions,2025-06-23,2026-06-23,EL/PL Liability,Murray-Parker,OX8 8RQ,2929,566813,2025,2025-06
POL-CH002-01112,CH002,Meridian Risk Solutions,2025-06-12,2026-06-12,EL/PL Liability,Thompson-Ward,OL1W 8QU,3925,459916,2025,2025-06
POL-CH003-01113,CH003,Fortis Professional Risks,2025-06-03,2026-06-03,Professional Indemnity,Gray Inc,LE6Y 5QL,5879,1349322,2025,2025-06
POL-CH003-01114,CH003,Fortis Professional Risks,2025-06-14,2026-06-14,Professional Indemnity,Stanley-Kent,SR44 3YQ,6598,1326475,2025,2025-06
POL-CH003-01115,CH003,Fortis Professional Risks,2025-06-28,2026-06-28,Professional Indemnity,"Warren, Jackson and Holden",W2 5BF,6884,1014824,2025,2025-06
POL-CH003-01116,CH003,Fortis Professional Risks,2025-06-04,2026-06-04,Professional Indemnity,Bryan-Williams,L15 6GQ,4578,869953,2025,2025-06
POL-CH003-01117,CH003,Fortis Professional Risks,2025-06-08,2026-06-08,Professional Indemnity,Evans-Watson,W2H 1SS,6225,1433680,2025,2025-06
POL-CH003-01118,CH003,Fortis Professional Risks,2025-06-14,2026-06-14,Professional Indemnity,"Johnson, Roberts and Jackson",BS6 9PQ,6255,1702347,2025,2025-06
POL-CH003-01119,CH003,Fortis Professional Risks,2025-06-19,2026-06-19,Professional Indemnity,"Davies, Edwards and Brown",W0 1TL,5490,1400622,2025,2025-06
POL-CH003-01120,CH003,Fortis Professional Risks,2025-06-13,2026-06-13,Professional Indemnity,Evans LLC,G0J 6FW,3698,1083870,2025,2025-06
POL-CH003-01121,CH003,Fortis Professional Risks,2025-06-17,2026-06-17,Professional Indemnity,Harrison-Walton,N0T 8DQ,6647,1454730,2025,2025-06
POL-CH003-01122,CH003,Fortis Professional Risks,2025-06-03,2026-06-03,Professional Indemnity,"Simmons, Jackson and Fitzgerald",PE9V 6SL,5014,1178520,2025,2025-06
POL-CH003-01123,CH003,Fortis Professional Risks,2025-06-13,2026-06-13,Professional Indemnity,Harding-Briggs,EN5R 8ZG,2995,1092891,2025,2025-06
POL-CH003-01124,CH003,Fortis Professional Risks,2025-06-28,2026-06-28,Professional Indemnity,Dixon-Butler,LS6 1TU,6969,1372561,2025,2025-06
POL-CH004-01125,CH004,Southgate Property Partners,2025-06-10,2026-06-10,Commercial Property,Murphy and Sons,SM1 6BQ,1826,400706,2025,2025-06
POL-CH004-01126,CH004,Southgate Property Partners,2025-06-25,2026-06-25,Commercial Property,Lewis-Woodward,BN1 9UO,1443,469882,2025,2025-06
POL-CH004-01127,CH004,Southgate Property Partners,2025-06-17,2026-06-17,Commercial Property,Davey-Hall,SS1 6QQ,2027,449201,2025,2025-06
POL-CH004-01128,CH004,Southgate Property Partners,2025-06-24,2026-06-24,Commercial Property,"Norris, Wright and Smith",ME1 4JO,1515,184665,2025,2025-06
POL-CH004-01129,CH004,Southgate Property Partners,2025-06-04,2026-06-04,Commercial Property,Pugh-Reed,GU1 3GI,2392,352116,2025,2025-06
POL-CH004-01130,CH004,Southgate Property Partners,2025-06-20,2026-06-20,Commercial Property,"Brown, Wallace and Green",SW6 3BO,1334,469347,2025,2025-06
POL-CH004-01131,CH004,Southgate Property Partners,2025-06-25,2026-06-25,Commercial Property,Briggs LLC,KT2 8OB,1588,505993,2025,2025-06
POL-CH004-01132,CH004,Southgate Property Partners,2025-06-22,2026-06-22,Commercial Property,"Robinson, Nash and Barton",SG1 6RN,2133,468356,2025,2025-06
POL-CH004-01133,CH004,Southgate Property Partners,2025-06-05,2026-06-05,Commercial Property,Saunders LLC,TW1 8WZ,1062,521194,2025,2025-06
POL-CH004-01134,CH004,Southgate Property Partners,2025-06-21,2026-06-21,Commercial Property,Yates-Bradley,OX1 1EN,1941,363072,2025,2025-06
POL-CH004-01135,CH004,Southgate Property Partners,2025-06-12,2026-06-12,Commercial Property,Richards PLC,AL1 8WY,1877,222376,2025,2025-06
POL-CH004-01136,CH004,Southgate Property Partners,2025-06-15,2026-06-15,Commercial Property,Bartlett PLC,NE2 5BP,2020,297062,2025,2025-06
POL-CH005-01137,CH005,Ironclad Construction Risks,2025-06-03,2026-06-03,EL/PL Liability,"Harris, Reynolds and Lewis",W06 2QE,1412,766903,2025,2025-06
POL-CH005-01138,CH005,Ironclad Construction Risks,2025-06-21,2026-06-21,EL/PL Liability,Stephens Ltd,N0 8JB,2109,830059,2025,2025-06
POL-CH005-01139,CH005,Ironclad Construction Risks,2025-06-28,2026-06-28,EL/PL Liability,"Begum, Bradley and Moore",M97 9JT,2182,343896,2025,2025-06
POL-CH005-01140,CH005,Ironclad Construction Risks,2025-06-28,2026-06-28,EL/PL Liability,"Dean, Briggs and Smith",W9G 1HR,1729,785371,2025,2025-06
POL-CH005-01141,CH005,Ironclad Construction Risks,2025-06-03,2026-06-03,EL/PL Liability,Phillips and Sons,DA2E 6WH,2478,517756,2025,2025-06
POL-CH005-01142,CH005,Ironclad Construction Risks,2025-06-20,2026-06-20,EL/PL Liability,Freeman LLC,LU6Y 8ET,2724,675267,2025,2025-06
POL-CH005-01143,CH005,Ironclad Construction Risks,2025-06-20,2026-06-20,EL/PL Liability,McCarthy and Sons,HG17 7NB,3471,817274,2025,2025-06
